season,week,league_key,league_name,ties,manager_a,manager_a_record,manager_b,manager_b_record
2005,1,113.l.199100,Heritage League,0,Scott,6,--hidden--,4
2005,1,113.l.199100,Heritage League,0,The Wizard,6,-- hidden --,4
2005,1,113.l.199100,Heritage League,0,-- hidden --,7,M Z,3
2005,1,113.l.199100,Heritage League,0,Dan,3,Nikolai Khabibulin,7
2005,1,113.l.199100,Heritage League,1,Kevo,2,Chris Gaul,7
2005,2,113.l.199100,Heritage League,1,Scott,4,The Wizard,5
2005,2,113.l.199100,Heritage League,1,--hidden--,5,Chris Gaul,4
2005,2,113.l.199100,Heritage League,0,-- hidden --,5,-- hidden --,5
2005,2,113.l.199100,Heritage League,1,Dan,3,M Z,6
2005,2,113.l.199100,Heritage League,1,Kevo,6,Nikolai Khabibulin,3
2005,3,113.l.199100,Heritage League,1,Scott,2,-- hidden --,7
2005,3,113.l.199100,Heritage League,1,--hidden--,2,The Wizard,7
2005,3,113.l.199100,Heritage League,0,Dan,6,-- hidden --,4
2005,3,113.l.199100,Heritage League,0,Kevo,5,M Z,5
2005,3,113.l.199100,Heritage League,1,Nikolai Khabibulin,5,Chris Gaul,4
2005,4,113.l.199100,Heritage League,1,Scott,5,Dan,4
2005,4,113.l.199100,Heritage League,1,--hidden--,4,-- hidden --,5
2005,4,113.l.199100,Heritage League,1,The Wizard,4,Chris Gaul,5
2005,4,113.l.199100,Heritage League,0,Kevo,9,-- hidden --,1
2005,4,113.l.199100,Heritage League,1,Nikolai Khabibulin,1,M Z,8
2005,5,113.l.199100,Heritage League,0,Scott,6,Kevo,4
2005,5,113.l.199100,Heritage League,0,--hidden--,2,Dan,8
2005,5,113.l.199100,Heritage League,1,The Wizard,4,-- hidden --,5
2005,5,113.l.199100,Heritage League,0,Nikolai Khabibulin,9,-- hidden --,1
2005,5,113.l.199100,Heritage League,0,M Z,2,Chris Gaul,8
2005,6,113.l.199100,Heritage League,1,Scott,6,Nikolai Khabibulin,3
2005,6,113.l.199100,Heritage League,1,--hidden--,4,Kevo,5
2005,6,113.l.199100,Heritage League,2,The Wizard,6,Dan,2
2005,6,113.l.199100,Heritage League,1,-- hidden --,5,Chris Gaul,4
2005,6,113.l.199100,Heritage League,2,M Z,5,-- hidden --,3
2005,7,113.l.199100,Heritage League,0,Scott,5,M Z,5
2005,7,113.l.199100,Heritage League,1,--hidden--,6,Nikolai Khabibulin,3
2005,7,113.l.199100,Heritage League,2,The Wizard,8,Kevo,0
2005,7,113.l.199100,Heritage League,2,-- hidden --,4,Dan,4
2005,7,113.l.199100,Heritage League,1,-- hidden --,2,Chris Gaul,7
2005,8,113.l.199100,Heritage League,0,Scott,7,-- hidden --,3
2005,8,113.l.199100,Heritage League,0,--hidden--,6,M Z,4
2005,8,113.l.199100,Heritage League,1,The Wizard,7,Nikolai Khabibulin,2
2005,8,113.l.199100,Heritage League,1,-- hidden --,1,Kevo,8
2005,8,113.l.199100,Heritage League,1,Dan,2,Chris Gaul,7
2005,9,113.l.199100,Heritage League,1,Scott,5,Chris Gaul,4
2005,9,113.l.199100,Heritage League,1,The Wizard,9,M Z,0
2005,9,113.l.199100,Heritage League,0,-- hidden --,2,Nikolai Khabibulin,8
2005,9,113.l.199100,Heritage League,1,Dan,3,Kevo,6
2005,10,113.l.199100,Heritage League,1,Scott,5,--hidden--,4
2005,10,113.l.199100,Heritage League,0,The Wizard,9,-- hidden --,1
2005,10,113.l.199100,Heritage League,0,-- hidden --,7,M Z,3
2005,10,113.l.199100,Heritage League,3,Dan,1,Nikolai Khabibulin,6
2005,10,113.l.199100,Heritage League,2,Kevo,2,Chris Gaul,6
2005,11,113.l.199100,Heritage League,1,Scott,3,The Wizard,6
2005,11,113.l.199100,Heritage League,1,--hidden--,5,Chris Gaul,4
2005,11,113.l.199100,Heritage League,2,-- hidden --,5,-- hidden --,3
2005,11,113.l.199100,Heritage League,1,Dan,8,M Z,1
2005,11,113.l.199100,Heritage League,1,Kevo,4,Nikolai Khabibulin,5
2005,12,113.l.199100,Heritage League,1,Scott,5,-- hidden --,4
2005,12,113.l.199100,Heritage League,0,--hidden--,3,The Wizard,7
2005,12,113.l.199100,Heritage League,1,Dan,5,-- hidden --,4
2005,12,113.l.199100,Heritage League,0,Kevo,3,M Z,7
2005,12,113.l.199100,Heritage League,0,Nikolai Khabibulin,5,Chris Gaul,5
2005,13,113.l.199100,Heritage League,0,Scott,6,Dan,4
2005,13,113.l.199100,Heritage League,1,--hidden--,6,-- hidden --,3
2005,13,113.l.199100,Heritage League,1,The Wizard,5,Chris Gaul,4
2005,13,113.l.199100,Heritage League,0,Kevo,7,-- hidden --,3
2005,13,113.l.199100,Heritage League,0,Nikolai Khabibulin,3,M Z,7
2005,14,113.l.199100,Heritage League,0,Scott,3,Kevo,7
2005,14,113.l.199100,Heritage League,0,--hidden--,7,Dan,3
2005,14,113.l.199100,Heritage League,0,The Wizard,7,-- hidden --,3
2005,14,113.l.199100,Heritage League,1,Nikolai Khabibulin,9,-- hidden --,0
2005,14,113.l.199100,Heritage League,0,M Z,4,Chris Gaul,6
2005,15,113.l.199100,Heritage League,0,Scott,0,Nikolai Khabibulin,10
2005,15,113.l.199100,Heritage League,1,--hidden--,4,Kevo,5
2005,15,113.l.199100,Heritage League,0,The Wizard,2,Dan,8
2005,15,113.l.199100,Heritage League,1,-- hidden --,2,Chris Gaul,7
2005,15,113.l.199100,Heritage League,0,M Z,6,-- hidden --,4
2005,16,113.l.199100,Heritage League,0,Scott,6,M Z,4
2005,16,113.l.199100,Heritage League,0,--hidden--,7,Nikolai Khabibulin,3
2005,16,113.l.199100,Heritage League,1,The Wizard,4,Kevo,5
2005,16,113.l.199100,Heritage League,2,-- hidden --,5,Dan,3
2005,16,113.l.199100,Heritage League,1,-- hidden --,5,Chris Gaul,4
2005,17,113.l.199100,Heritage League,0,Scott,7,-- hidden --,3
2005,17,113.l.199100,Heritage League,0,--hidden--,7,M Z,3
2005,17,113.l.199100,Heritage League,0,The Wizard,7,Nikolai Khabibulin,3
2005,17,113.l.199100,Heritage League,0,-- hidden --,3,Kevo,7
2005,17,113.l.199100,Heritage League,0,Dan,4,Chris Gaul,6
2005,18,113.l.199100,Heritage League,1,Scott,4,Chris Gaul,5
2005,18,113.l.199100,Heritage League,1,The Wizard,8,M Z,1
2005,18,113.l.199100,Heritage League,0,-- hidden --,3,Nikolai Khabibulin,7
2005,18,113.l.199100,Heritage League,0,Dan,5,Kevo,5
2005,19,113.l.199100,Heritage League,0,Scott,1,--hidden--,9
2005,19,113.l.199100,Heritage League,0,The Wizard,10,-- hidden --,0
2005,19,113.l.199100,Heritage League,1,-- hidden --,3,M Z,6
2005,19,113.l.199100,Heritage League,0,Dan,3,Nikolai Khabibulin,7
2005,19,113.l.199100,Heritage League,2,Kevo,2,Chris Gaul,6
2005,20,113.l.199100,Heritage League,0,Scott,6,The Wizard,4
2005,20,113.l.199100,Heritage League,0,--hidden--,7,Chris Gaul,3
2005,20,113.l.199100,Heritage League,1,-- hidden --,8,-- hidden --,1
2005,20,113.l.199100,Heritage League,1,Dan,6,M Z,3
2005,20,113.l.199100,Heritage League,1,Kevo,3,Nikolai Khabibulin,6
2005,21,113.l.199100,Heritage League,0,Scott,5,-- hidden --,5
2005,21,113.l.199100,Heritage League,1,--hidden--,3,The Wizard,6
2005,21,113.l.199100,Heritage League,1,Dan,5,-- hidden --,4
2005,21,113.l.199100,Heritage League,1,Kevo,4,M Z,5
2005,21,113.l.199100,Heritage League,0,Nikolai Khabibulin,2,Chris Gaul,8
2005,22,113.l.199100,Heritage League,1,Scott,5,Dan,4
2005,22,113.l.199100,Heritage League,1,--hidden--,7,-- hidden --,2
2005,22,113.l.199100,Heritage League,1,The Wizard,2,Chris Gaul,7
2005,22,113.l.199100,Heritage League,1,Kevo,8,-- hidden --,1
2005,22,113.l.199100,Heritage League,0,Nikolai Khabibulin,7,M Z,3
2005,23,113.l.199100,Heritage League,0,Scott,4,--hidden--,6
2005,23,113.l.199100,Heritage League,2,Kevo,3,Nikolai Khabibulin,5
2005,24,113.l.199100,Heritage League,1,Scott,8,Kevo,1
2005,24,113.l.199100,Heritage League,0,--hidden--,4,Chris Gaul,6
2005,24,113.l.199100,Heritage League,0,The Wizard,5,Nikolai Khabibulin,5
2005,24,113.l.199100,Heritage League,1,-- hidden --,7,M Z,2
2005,24,113.l.199100,Heritage League,0,Dan,7,-- hidden --,3
2005,25,113.l.199100,Heritage League,1,--hidden--,7,The Wizard,2
2005,25,113.l.199100,Heritage League,1,-- hidden --,8,Dan,1
2005,25,113.l.199100,Heritage League,0,Nikolai Khabibulin,7,Chris Gaul,3
2005,25,113.l.199100,Heritage League,0,M Z,10,-- hidden --,0
2005,1,113.l.232958,Pimps & Hos,2,Kevo,1,--hidden--,9
2005,1,113.l.232958,Pimps & Hos,0,-- hidden --,5,Nikolai Khabibulin,7
2005,1,113.l.232958,Pimps & Hos,1,The Wizard,4,-- hidden --,7
2005,1,113.l.232958,Pimps & Hos,1,Chris Gaul,5,-- hidden --,6
2005,1,113.l.232958,Pimps & Hos,0,-- hidden --,7,Weazy,5
2005,1,113.l.232958,Pimps & Hos,0,Brian,11,M Z,1
2005,2,113.l.232958,Pimps & Hos,0,Kevo,6,-- hidden --,6
2005,2,113.l.232958,Pimps & Hos,2,--hidden--,7,M Z,3
2005,2,113.l.232958,Pimps & Hos,1,The Wizard,3,Nikolai Khabibulin,8
2005,2,113.l.232958,Pimps & Hos,1,Chris Gaul,5,-- hidden --,6
2005,2,113.l.232958,Pimps & Hos,1,-- hidden --,7,-- hidden --,4
2005,2,113.l.232958,Pimps & Hos,1,Brian,2,Weazy,9
2005,3,113.l.232958,Pimps & Hos,2,Kevo,4,The Wizard,6
2005,3,113.l.232958,Pimps & Hos,1,Chris Gaul,3,Nikolai Khabibulin,8
2005,3,113.l.232958,Pimps & Hos,2,-- hidden --,5,-- hidden --,5
2005,3,113.l.232958,Pimps & Hos,1,Brian,0,-- hidden --,11
2005,3,113.l.232958,Pimps & Hos,1,Weazy,5,M Z,6
2005,4,113.l.232958,Pimps & Hos,0,Kevo,5,Chris Gaul,7
2005,4,113.l.232958,Pimps & Hos,0,--hidden--,8,The Wizard,4
2005,4,113.l.232958,Pimps & Hos,0,-- hidden --,11,M Z,1
2005,4,113.l.232958,Pimps & Hos,0,-- hidden --,2,Nikolai Khabibulin,10
2005,4,113.l.232958,Pimps & Hos,1,Brian,9,-- hidden --,2
2005,4,113.l.232958,Pimps & Hos,0,Weazy,10,-- hidden --,2
2005,5,113.l.232958,Pimps & Hos,1,Kevo,9,-- hidden --,2
2005,5,113.l.232958,Pimps & Hos,0,--hidden--,11,Chris Gaul,1
2005,5,113.l.232958,Pimps & Hos,1,-- hidden --,8,The Wizard,3
2005,5,113.l.232958,Pimps & Hos,0,Brian,4,Nikolai Khabibulin,8
2005,5,113.l.232958,Pimps & Hos,0,Weazy,12,-- hidden --,0
2005,5,113.l.232958,Pimps & Hos,0,-- hidden --,7,M Z,5
2005,6,113.l.232958,Pimps & Hos,0,Kevo,4,Brian,8
2005,6,113.l.232958,Pimps & Hos,0,--hidden--,11,-- hidden --,1
2005,6,113.l.232958,Pimps & Hos,1,-- hidden --,7,Chris Gaul,4
2005,6,113.l.232958,Pimps & Hos,2,The Wizard,3,M Z,7
2005,6,113.l.232958,Pimps & Hos,1,Weazy,2,Nikolai Khabibulin,9
2005,7,113.l.232958,Pimps & Hos,0,Kevo,9,Weazy,3
2005,7,113.l.232958,Pimps & Hos,1,--hidden--,5,Brian,6
2005,7,113.l.232958,Pimps & Hos,0,-- hidden --,5,-- hidden --,7
2005,7,113.l.232958,Pimps & Hos,0,The Wizard,10,Chris Gaul,2
2005,7,113.l.232958,Pimps & Hos,1,-- hidden --,6,Nikolai Khabibulin,5
2005,7,113.l.232958,Pimps & Hos,1,-- hidden --,10,M Z,1
2005,8,113.l.232958,Pimps & Hos,0,Kevo,10,-- hidden --,2
2005,8,113.l.232958,Pimps & Hos,3,--hidden--,6,Weazy,3
2005,8,113.l.232958,Pimps & Hos,2,-- hidden --,6,Brian,4
2005,8,113.l.232958,Pimps & Hos,0,The Wizard,9,-- hidden --,3
2005,8,113.l.232958,Pimps & Hos,1,Chris Gaul,9,M Z,2
2005,8,113.l.232958,Pimps & Hos,0,-- hidden --,4,Nikolai Khabibulin,8
2005,9,113.l.232958,Pimps & Hos,0,Kevo,10,-- hidden --,2
2005,9,113.l.232958,Pimps & Hos,1,-- hidden --,9,Weazy,2
2005,9,113.l.232958,Pimps & Hos,0,The Wizard,6,Brian,6
2005,9,113.l.232958,Pimps & Hos,0,Chris Gaul,10,-- hidden --,2
2005,9,113.l.232958,Pimps & Hos,0,Nikolai Khabibulin,7,M Z,5
2005,10,113.l.232958,Pimps & Hos,0,Kevo,9,Nikolai Khabibulin,3
2005,10,113.l.232958,Pimps & Hos,1,The Wizard,7,Weazy,4
2005,10,113.l.232958,Pimps & Hos,1,Chris Gaul,5,Brian,6
2005,10,113.l.232958,Pimps & Hos,0,-- hidden --,6,M Z,6
2005,11,113.l.232958,Pimps & Hos,2,Kevo,7,M Z,3
2005,11,113.l.232958,Pimps & Hos,0,--hidden--,6,Nikolai Khabibulin,6
2005,11,113.l.232958,Pimps & Hos,1,The Wizard,9,-- hidden --,2
2005,11,113.l.232958,Pimps & Hos,2,Chris Gaul,5,Weazy,5
2005,11,113.l.232958,Pimps & Hos,1,-- hidden --,6,Brian,5
2005,12,113.l.232958,Pimps & Hos,0,Kevo,9,--hidden--,3
2005,12,113.l.232958,Pimps & Hos,1,-- hidden --,3,Nikolai Khabibulin,8
2005,12,113.l.232958,Pimps & Hos,2,The Wizard,6,-- hidden --,4
2005,12,113.l.232958,Pimps & Hos,0,Chris Gaul,9,-- hidden --,3
2005,12,113.l.232958,Pimps & Hos,1,-- hidden --,1,Weazy,10
2005,12,113.l.232958,Pimps & Hos,0,Brian,11,M Z,1
2005,13,113.l.232958,Pimps & Hos,0,Kevo,8,-- hidden --,4
2005,13,113.l.232958,Pimps & Hos,2,--hidden--,9,M Z,1
2005,13,113.l.232958,Pimps & Hos,0,The Wizard,9,Nikolai Khabibulin,3
2005,13,113.l.232958,Pimps & Hos,0,Chris Gaul,6,-- hidden --,6
2005,13,113.l.232958,Pimps & Hos,1,-- hidden --,3,-- hidden --,8
2005,13,113.l.232958,Pimps & Hos,0,Brian,5,Weazy,7
2005,14,113.l.232958,Pimps & Hos,2,Kevo,2,The Wizard,8
2005,14,113.l.232958,Pimps & Hos,0,Chris Gaul,3,Nikolai Khabibulin,9
2005,14,113.l.232958,Pimps & Hos,0,-- hidden --,6,-- hidden --,6
2005,14,113.l.232958,Pimps & Hos,0,Brian,5,-- hidden --,7
2005,14,113.l.232958,Pimps & Hos,1,Weazy,11,M Z,0
2005,15,113.l.232958,Pimps & Hos,1,Kevo,2,Chris Gaul,9
2005,15,113.l.232958,Pimps & Hos,0,--hidden--,7,The Wizard,5
2005,15,113.l.232958,Pimps & Hos,1,-- hidden --,3,M Z,8
2005,15,113.l.232958,Pimps & Hos,0,-- hidden --,7,Nikolai Khabibulin,5
2005,15,113.l.232958,Pimps & Hos,2,Brian,7,-- hidden --,3
2005,15,113.l.232958,Pimps & Hos,0,Weazy,7,-- hidden --,5
2005,16,113.l.232958,Pimps & Hos,1,Kevo,9,-- hidden --,2
2005,16,113.l.232958,Pimps & Hos,2,--hidden--,10,Chris Gaul,0
2005,16,113.l.232958,Pimps & Hos,0,-- hidden --,8,The Wizard,4
2005,16,113.l.232958,Pimps & Hos,1,Brian,6,Nikolai Khabibulin,5
2005,16,113.l.232958,Pimps & Hos,1,Weazy,8,-- hidden --,3
2005,16,113.l.232958,Pimps & Hos,1,-- hidden --,4,M Z,7
2005,17,113.l.232958,Pimps & Hos,0,Kevo,5,Brian,7
2005,17,113.l.232958,Pimps & Hos,1,--hidden--,6,-- hidden --,5
2005,17,113.l.232958,Pimps & Hos,0,-- hidden --,3,Chris Gaul,9
2005,17,113.l.232958,Pimps & Hos,0,The Wizard,12,M Z,0
2005,17,113.l.232958,Pimps & Hos,1,Weazy,9,Nikolai Khabibulin,2
2005,18,113.l.232958,Pimps & Hos,0,Kevo,5,Weazy,7
2005,18,113.l.232958,Pimps & Hos,0,--hidden--,11,Brian,1
2005,18,113.l.232958,Pimps & Hos,0,-- hidden --,10,-- hidden --,2
2005,18,113.l.232958,Pimps & Hos,2,The Wizard,10,Chris Gaul,0
2005,18,113.l.232958,Pimps & Hos,1,-- hidden --,3,Nikolai Khabibulin,8
2005,18,113.l.232958,Pimps & Hos,2,-- hidden --,10,M Z,0
2005,19,113.l.232958,Pimps & Hos,0,Kevo,7,-- hidden --,5
2005,19,113.l.232958,Pimps & Hos,1,--hidden--,4,Weazy,7
2005,19,113.l.232958,Pimps & Hos,2,-- hidden --,2,Brian,8
2005,19,113.l.232958,Pimps & Hos,1,The Wizard,9,-- hidden --,2
2005,19,113.l.232958,Pimps & Hos,0,Chris Gaul,5,M Z,7
2005,19,113.l.232958,Pimps & Hos,1,-- hidden --,2,Nikolai Khabibulin,9
2005,20,113.l.232958,Pimps & Hos,2,Kevo,7,-- hidden --,3
2005,20,113.l.232958,Pimps & Hos,0,-- hidden --,7,Weazy,5
2005,20,113.l.232958,Pimps & Hos,0,The Wizard,3,Brian,9
2005,20,113.l.232958,Pimps & Hos,0,Chris Gaul,8,-- hidden --,4
2005,20,113.l.232958,Pimps & Hos,0,Nikolai Khabibulin,9,M Z,3
2005,21,113.l.232958,Pimps & Hos,0,Kevo,8,Nikolai Khabibulin,4
2005,21,113.l.232958,Pimps & Hos,0,The Wizard,8,Weazy,4
2005,21,113.l.232958,Pimps & Hos,0,Chris Gaul,7,Brian,5
2005,21,113.l.232958,Pimps & Hos,2,-- hidden --,3,M Z,7
2005,22,113.l.232958,Pimps & Hos,0,Kevo,11,M Z,1
2005,22,113.l.232958,Pimps & Hos,3,--hidden--,2,Nikolai Khabibulin,7
2005,22,113.l.232958,Pimps & Hos,1,The Wizard,3,-- hidden --,8
2005,22,113.l.232958,Pimps & Hos,0,Chris Gaul,11,Weazy,1
2005,22,113.l.232958,Pimps & Hos,1,-- hidden --,5,Brian,6
2005,23,113.l.232958,Pimps & Hos,0,Kevo,9,-- hidden --,3
2005,23,113.l.232958,Pimps & Hos,1,The Wizard,7,Weazy,4
2005,23,113.l.232958,Pimps & Hos,1,-- hidden --,9,-- hidden --,2
2005,23,113.l.232958,Pimps & Hos,1,-- hidden --,10,M Z,1
2005,24,113.l.232958,Pimps & Hos,0,Kevo,7,Nikolai Khabibulin,5
2005,24,113.l.232958,Pimps & Hos,1,--hidden--,11,The Wizard,0
2005,24,113.l.232958,Pimps & Hos,0,-- hidden --,5,Weazy,7
2005,24,113.l.232958,Pimps & Hos,0,Chris Gaul,5,-- hidden --,7
2005,24,113.l.232958,Pimps & Hos,1,-- hidden --,3,Brian,8
2005,24,113.l.232958,Pimps & Hos,1,-- hidden --,7,M Z,4
2005,25,113.l.232958,Pimps & Hos,0,Kevo,4,--hidden--,8
2005,25,113.l.232958,Pimps & Hos,0,The Wizard,3,Nikolai Khabibulin,9
2005,25,113.l.232958,Pimps & Hos,0,Chris Gaul,8,-- hidden --,4
2005,25,113.l.232958,Pimps & Hos,2,Brian,6,-- hidden --,4
2006,1,147.l.322066,Nulnet Sucks Ass,1,The Wizard,7,Weazy,2
2006,1,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,3,Nikolai Khabibulin,7
2006,1,147.l.322066,Nulnet Sucks Ass,0,chris,10,-- hidden --,0
2006,1,147.l.322066,Nulnet Sucks Ass,0,DiZzY,7,Dan,3
2006,1,147.l.322066,Nulnet Sucks Ass,0,Kevo,0,-- hidden --,10
2006,2,147.l.322066,Nulnet Sucks Ass,0,The Wizard,9,Chris Gaul,1
2006,2,147.l.322066,Nulnet Sucks Ass,0,Weazy,10,-- hidden --,0
2006,2,147.l.322066,Nulnet Sucks Ass,0,chris,5,Nikolai Khabibulin,5
2006,2,147.l.322066,Nulnet Sucks Ass,1,DiZzY,4,-- hidden --,5
2006,2,147.l.322066,Nulnet Sucks Ass,0,Kevo,3,Dan,7
2006,2,147.l.322066,Nulnet Sucks Ass,1,M Z,2,-- hidden --,7
2006,3,147.l.322066,Nulnet Sucks Ass,2,The Wizard,4,chris,4
2006,3,147.l.322066,Nulnet Sucks Ass,1,Weazy,4,Chris Gaul,5
2006,3,147.l.322066,Nulnet Sucks Ass,0,DiZzY,3,Nikolai Khabibulin,7
2006,3,147.l.322066,Nulnet Sucks Ass,0,Kevo,6,-- hidden --,4
2006,3,147.l.322066,Nulnet Sucks Ass,3,M Z,1,Dan,6
2006,3,147.l.322066,Nulnet Sucks Ass,0,-- hidden --,5,-- hidden --,5
2006,4,147.l.322066,Nulnet Sucks Ass,0,The Wizard,7,DiZzY,3
2006,4,147.l.322066,Nulnet Sucks Ass,0,Weazy,7,chris,3
2006,4,147.l.322066,Nulnet Sucks Ass,1,Chris Gaul,4,-- hidden --,5
2006,4,147.l.322066,Nulnet Sucks Ass,2,Kevo,0,Nikolai Khabibulin,8
2006,4,147.l.322066,Nulnet Sucks Ass,1,-- hidden --,5,Dan,4
2006,5,147.l.322066,Nulnet Sucks Ass,0,The Wizard,7,Kevo,3
2006,5,147.l.322066,Nulnet Sucks Ass,0,Weazy,7,DiZzY,3
2006,5,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,4,chris,6
2006,5,147.l.322066,Nulnet Sucks Ass,0,M Z,2,Nikolai Khabibulin,8
2006,5,147.l.322066,Nulnet Sucks Ass,2,-- hidden --,6,-- hidden --,2
2006,5,147.l.322066,Nulnet Sucks Ass,0,Dan,7,-- hidden --,3
2006,6,147.l.322066,Nulnet Sucks Ass,0,The Wizard,7,M Z,3
2006,6,147.l.322066,Nulnet Sucks Ass,1,Weazy,5,Kevo,4
2006,6,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,6,DiZzY,4
2006,6,147.l.322066,Nulnet Sucks Ass,2,chris,6,-- hidden --,2
2006,6,147.l.322066,Nulnet Sucks Ass,0,-- hidden --,4,Nikolai Khabibulin,6
2006,6,147.l.322066,Nulnet Sucks Ass,2,Dan,5,-- hidden --,3
2006,7,147.l.322066,Nulnet Sucks Ass,1,The Wizard,4,-- hidden --,5
2006,7,147.l.322066,Nulnet Sucks Ass,0,Weazy,6,M Z,4
2006,7,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,6,Kevo,4
2006,7,147.l.322066,Nulnet Sucks Ass,0,chris,3,DiZzY,7
2006,7,147.l.322066,Nulnet Sucks Ass,1,Dan,4,Nikolai Khabibulin,5
2006,8,147.l.322066,Nulnet Sucks Ass,0,The Wizard,7,Dan,3
2006,8,147.l.322066,Nulnet Sucks Ass,0,Weazy,1,-- hidden --,9
2006,8,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,7,M Z,3
2006,8,147.l.322066,Nulnet Sucks Ass,1,chris,5,Kevo,4
2006,8,147.l.322066,Nulnet Sucks Ass,1,DiZzY,7,-- hidden --,2
2006,8,147.l.322066,Nulnet Sucks Ass,0,-- hidden --,1,Nikolai Khabibulin,9
2006,9,147.l.322066,Nulnet Sucks Ass,0,The Wizard,3,-- hidden --,7
2006,9,147.l.322066,Nulnet Sucks Ass,0,Weazy,4,Dan,6
2006,9,147.l.322066,Nulnet Sucks Ass,1,Chris Gaul,6,-- hidden --,3
2006,9,147.l.322066,Nulnet Sucks Ass,0,chris,6,M Z,4
2006,9,147.l.322066,Nulnet Sucks Ass,1,DiZzY,6,Kevo,3
2006,9,147.l.322066,Nulnet Sucks Ass,2,Nikolai Khabibulin,4,-- hidden --,4
2006,10,147.l.322066,Nulnet Sucks Ass,1,The Wizard,2,Nikolai Khabibulin,7
2006,10,147.l.322066,Nulnet Sucks Ass,2,Weazy,2,-- hidden --,6
2006,10,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,4,Dan,6
2006,10,147.l.322066,Nulnet Sucks Ass,0,chris,2,-- hidden --,8
2006,10,147.l.322066,Nulnet Sucks Ass,1,DiZzY,6,M Z,3
2006,10,147.l.322066,Nulnet Sucks Ass,0,Kevo,6,-- hidden --,4
2006,11,147.l.322066,Nulnet Sucks Ass,0,The Wizard,9,-- hidden --,1
2006,11,147.l.322066,Nulnet Sucks Ass,0,Weazy,7,Nikolai Khabibulin,3
2006,11,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,4,-- hidden --,6
2006,11,147.l.322066,Nulnet Sucks Ass,0,chris,2,Dan,8
2006,11,147.l.322066,Nulnet Sucks Ass,1,DiZzY,3,-- hidden --,6
2006,11,147.l.322066,Nulnet Sucks Ass,2,Kevo,2,M Z,6
2006,12,147.l.322066,Nulnet Sucks Ass,1,The Wizard,4,Weazy,5
2006,12,147.l.322066,Nulnet Sucks Ass,1,Chris Gaul,2,Nikolai Khabibulin,7
2006,12,147.l.322066,Nulnet Sucks Ass,0,chris,5,-- hidden --,5
2006,12,147.l.322066,Nulnet Sucks Ass,2,DiZzY,6,Dan,2
2006,12,147.l.322066,Nulnet Sucks Ass,1,Kevo,3,-- hidden --,6
2006,13,147.l.322066,Nulnet Sucks Ass,0,The Wizard,5,Chris Gaul,5
2006,13,147.l.322066,Nulnet Sucks Ass,0,Weazy,5,-- hidden --,5
2006,13,147.l.322066,Nulnet Sucks Ass,0,chris,7,Nikolai Khabibulin,3
2006,13,147.l.322066,Nulnet Sucks Ass,0,DiZzY,2,-- hidden --,8
2006,13,147.l.322066,Nulnet Sucks Ass,1,Kevo,3,Dan,6
2006,13,147.l.322066,Nulnet Sucks Ass,0,M Z,5,-- hidden --,5
2006,14,147.l.322066,Nulnet Sucks Ass,1,The Wizard,5,chris,4
2006,14,147.l.322066,Nulnet Sucks Ass,2,Weazy,4,Chris Gaul,4
2006,14,147.l.322066,Nulnet Sucks Ass,0,DiZzY,6,Nikolai Khabibulin,4
2006,14,147.l.322066,Nulnet Sucks Ass,0,Kevo,1,-- hidden --,9
2006,14,147.l.322066,Nulnet Sucks Ass,0,M Z,5,Dan,5
2006,14,147.l.322066,Nulnet Sucks Ass,0,-- hidden --,7,-- hidden --,3
2006,15,147.l.322066,Nulnet Sucks Ass,1,The Wizard,5,DiZzY,4
2006,15,147.l.322066,Nulnet Sucks Ass,0,Weazy,6,chris,4
2006,15,147.l.322066,Nulnet Sucks Ass,2,Chris Gaul,5,-- hidden --,3
2006,15,147.l.322066,Nulnet Sucks Ass,1,Kevo,3,Nikolai Khabibulin,6
2006,15,147.l.322066,Nulnet Sucks Ass,1,-- hidden --,5,Dan,4
2006,16,147.l.322066,Nulnet Sucks Ass,0,The Wizard,8,Kevo,2
2006,16,147.l.322066,Nulnet Sucks Ass,0,Weazy,8,DiZzY,2
2006,16,147.l.322066,Nulnet Sucks Ass,2,Chris Gaul,3,chris,5
2006,16,147.l.322066,Nulnet Sucks Ass,2,M Z,4,Nikolai Khabibulin,4
2006,16,147.l.322066,Nulnet Sucks Ass,1,-- hidden --,1,-- hidden --,8
2006,16,147.l.322066,Nulnet Sucks Ass,0,Dan,7,-- hidden --,3
2006,17,147.l.322066,Nulnet Sucks Ass,0,The Wizard,3,M Z,7
2006,17,147.l.322066,Nulnet Sucks Ass,1,Weazy,5,Kevo,4
2006,17,147.l.322066,Nulnet Sucks Ass,0,Chris Gaul,5,DiZzY,5
2006,17,147.l.322066,Nulnet Sucks Ass,0,chris,7,-- hidden --,3
2006,17,147.l.322066,Nulnet Sucks Ass,1,-- hidden --,4,Nikolai Khabibulin,5
2006,17,147.l.322066,Nulnet Sucks Ass,0,Dan,6,-- hidden --,4
